Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,dev_stage,experiment_batch,Cultivar,Biomaterial_provider,Ecotype,treatment
SRR7647257,Bisulfite-Seq,300,PRJNA381300,SAMN09767982,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510185,BS-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_47DPA_BS_PH162_1,PAIRED,RANDOM,GENOMIC,5311,2236,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629594,cnr_47DPA_BS_PH162_1,SRP102870,fruit flesh,47 days post anthesis,PH162_1,cnr,,,
SRR7647258,DNase-Hypersensitivity,300,PRJNA381300,SAMN09767981,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510184,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_47DPA_DNase-seq_PH177_1,PAIRED,DNase,GENOMIC,12028,4344,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629593,nor_47DPA_DNase-seq_PH177_1,SRP102870,fruit flesh,47 days post anthesis,PH177_1,nor,,,
SRR7647260,RNA-Seq,300,PRJNA381300,SAMN09767993,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510182,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Ved_leaf_6_RNA-seq_PH025,PAIRED,RT-PCR,TRANSCRIPTOMIC,675,274,Cucumis melo,ILLUMINA,2018-08-06T00:00:00Z,SRS3629591,Ved_leaf_6_RNA-seq_PH025,SRP102870,leaf,"stage 6\, senescence",PH025,Vedrantais (climacteric),,,
SRR7647261,ChIP-Seq,300,PRJNA381300,SAMN09767941,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510181,TF ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,TAGL1_Ripe_PH153_2,PAIRED,ChIP,GENOMIC,5378,2054,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629590,TAGL1_Ripe_PH153_2,SRP102870,fruit flesh,Ripe,PH153_2,AC,,,
SRR7647263,DNase-Hypersensitivity,300,PRJNA381300,SAMN09767978,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510179,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_47DPA_DNase-seq_PH165_1,PAIRED,DNase,GENOMIC,1008,350,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629589,cnr_47DPA_DNase-seq_PH165_1,SRP102870,fruit flesh,47 days post anthesis,PH165_1,cnr,,,
SRR7647266,ChIP-Seq,300,PRJNA381300,SAMN09767936,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510176,TF ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,TAGL1_31DPA_PH153_1,PAIRED,ChIP,GENOMIC,8705,3229,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629584,TAGL1_31DPA_PH153_1,SRP102870,fruit flesh,31 days post anthesis,PH153_1,AC,,,
SRR7647269,ChIP-Seq,300,PRJNA381300,SAMN09767939,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510173,TF ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,TAGL1_34DPA_PH153_2,PAIRED,ChIP,GENOMIC,6382,2420,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629582,TAGL1_34DPA_PH153_2,SRP102870,fruit flesh,34 days post anthesis,PH153_2,AC,,,
SRR7647271,ChIP-Seq,300,PRJNA381300,SAMN09767937,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510171,TF ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,TAGL1_31DPA_PH153_2,PAIRED,ChIP,GENOMIC,3598,1349,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629580,TAGL1_31DPA_PH153_2,SRP102870,fruit flesh,31 days post anthesis,PH153_2,AC,,,
SRR7647273,DNase-Hypersensitivity,300,PRJNA381300,SAMN09767980,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510169,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,nor_47DPA_DNase-seq_PH165_1,PAIRED,DNase,GENOMIC,1167,413,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629577,nor_47DPA_DNase-seq_PH165_1,SRP102870,fruit flesh,47 days post anthesis,PH165_1,nor,,,
SRR7647275,DNase-Hypersensitivity,300,PRJNA381300,SAMN09767979,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510167,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,cnr_47DPA_DNase-seq_PH177_1,PAIRED,DNase,GENOMIC,21068,7411,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629575,cnr_47DPA_DNase-seq_PH177_1,SRP102870,fruit flesh,47 days post anthesis,PH177_1,cnr,,,
SRR7647276,DNase-Hypersensitivity,300,PRJNA381300,SAMN09767974,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4510166,DNase-seq,China,Asia,China: Hong Kong,HiSeq X Ten,AC_17DPA_DNase-seq_PH165_1,PAIRED,DNase,GENOMIC,1366,473,Solanum lycopersicum,ILLUMINA,2018-08-06T00:00:00Z,SRS3629576,AC_17DPA_DNase-seq_PH165_1,SRP102870,fruit flesh,17 days post anthesis,PH165_1,AC,,,
SRR7758789,ChIP-Seq,300,PRJNA381300,SAMN09915104,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4614527,ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Ma_OL_K27me3_PH185,PAIRED,ChIP,GENOMIC,2724,1024,Musa acuminata AAA Group,ILLUMINA,2018-08-27T00:00:00Z,SRS3717869,Ma_OL_K27me3_PH185,SRP102870,leaf,old leaf,PH185,Baxi,,,
SRR7758792,ChIP-Seq,300,PRJNA381300,SAMN09915109,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4614524,ChIP-seq,China,Asia,China: Hong Kong,HiSeq X Ten,RIN_47dpa_K27me3_PH185,PAIRED,ChIP,GENOMIC,1890,760,Solanum lycopersicum,ILLUMINA,2018-08-27T00:00:00Z,SRS3717866,RIN_47dpa_K27me3_PH185,SRP102870,rin fruit flesh,47 days post anthesis,PH185,AC,,,
SRR6328741,Bisulfite-Seq,300,PRJNA381300,SAMN08108574,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428467,Bisulfite-Seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_19DPA_BS,PAIRED,RANDOM,GENOMIC,16619,6699,Prunus persica,ILLUMINA,2017-11-29T00:00:00Z,SRS2719878,Peach_19DPA_BS,SRP102870,fruit flesh,19 days post anthesis (immature),1,babygold,Peach (cv babygold) fruit flesh at 19 days post anthesis,,
SRR6328742,Bisulfite-Seq,300,PRJNA381300,SAMN08108573,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428466,Bisulfite-Seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_BS_2,PAIRED,RANDOM,GENOMIC,11028,5979,Prunus persica,ILLUMINA,2017-11-29T00:00:00Z,SRS2719877,Peach_leaf_BS_2,SRP102870,leaf,not collected,2,babygold,Peach (cv babygold) leaf,,
SRR6328743,Bisulfite-Seq,300,PRJNA381300,SAMN08108566,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428465,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_GF40_ripe_BS,PAIRED,RANDOM,GENOMIC,20937,10586,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719876,Melon_GF40_ripe_BS,SRP102870,fruit flesh,GF40 _ripe,1,GF40,Melon (cv GF40) fruit flesh at 40 days post anthesis,,
SRR6328744,Bisulfite-Seq,300,PRJNA381300,SAMN08108565,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428464,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_GF35_ripe_BS,PAIRED,RANDOM,GENOMIC,13860,6106,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719875,Melon_GF35_ripe_BS,SRP102870,fruit flesh,GF35 _ripe,1,GF35,Melon (cv GF35) fruit flesh at 40 days post anthesis,,
SRR6328745,Bisulfite-Seq,250,PRJNA381300,SAMN08108568,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428463,Bisulfite-Seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_leaf_BS_2,PAIRED,RANDOM,GENOMIC,20549,10219,Carica papaya,ILLUMINA,2017-11-29T00:00:00Z,SRS2719874,Papaya_leaf_BS_2,SRP102870,leaf,not collected,2,Tainong1,Papaya (cv Tainong1) leaf,,
SRR6328746,Bisulfite-Seq,200,PRJNA381300,SAMN08108567,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428462,Bisulfite-Seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_leaf_BS_1,PAIRED,RANDOM,GENOMIC,8398,5235,Carica papaya,ILLUMINA,2017-11-29T00:00:00Z,SRS2719873,Papaya_leaf_BS_1,SRP102870,leaf,not collected,1,Tainong1,Papaya (cv Tainong1) leaf,,
SRR6328747,Bisulfite-Seq,202,PRJNA381300,SAMN08108570,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428461,Bisulfite-Seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_ripe_BS_1,PAIRED,RANDOM,GENOMIC,4406,2685,Carica papaya,ILLUMINA,2017-11-29T00:00:00Z,SRS2719872,Papaya_ripe_BS_1,SRP102870,fruit flesh,stage4 of 4 (from immature to ripe),1,Tainong1,Papaya (cv Tainong1) fruit flesh at stage4 (ripe),,
SRR6328748,Bisulfite-Seq,202,PRJNA381300,SAMN08108569,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428460,Bisulfite-Seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_immature_BS,PAIRED,RANDOM,GENOMIC,11306,6703,Carica papaya,ILLUMINA,2017-11-29T00:00:00Z,SRS2719871,Papaya_immature_BS,SRP102870,fruit flesh,stage1 of 4 (from immature to ripe),1,Tainong1,Papaya (cv Tainong1) fruit flesh at stage1 (immature),,
SRR6328749,Bisulfite-Seq,300,PRJNA381300,SAMN08108572,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428459,Bisulfite-Seq,China,Asia,China: Zhengzhou,HiSeq X Ten,Peach_leaf_BS_1,PAIRED,RANDOM,GENOMIC,6977,2998,Prunus persica,ILLUMINA,2017-11-29T00:00:00Z,SRS2719870,Peach_leaf_BS_1,SRP102870,leaf,not collected,1,babygold,Peach (cv babygold) leaf,,
SRR6328751,Bisulfite-Seq,300,PRJNA381300,SAMN08108563,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428457,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PS_10DPA_BS_4,PAIRED,RANDOM,GENOMIC,3590,1592,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719869,Melon_PS_10DPA_BS_4,SRP102870,fruit flesh,PS_10DPA (immature),4,Piel de Sapo,Melon (cv Piel de Sapo) fruit flesh at 10 days post anthesis,,
SRR6328752,Bisulfite-Seq,300,PRJNA381300,SAMN08108564,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428456,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PS_40DPA_BS,PAIRED,RANDOM,GENOMIC,15195,6650,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719867,Melon_PS_40DPA_BS,SRP102870,fruit flesh,PS _40DPA (ripe),1,Piel de Sapo,Melon (cv Piel de Sapo) fruit flesh at 40 days post anthesis,,
SRR6328753,Bisulfite-Seq,250,PRJNA381300,SAMN08108557,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428455,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PI_40DPA_BS,PAIRED,RANDOM,GENOMIC,17484,10343,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719865,Melon_PI_40DPA_BS,SRP102870,fruit flesh,PI _40DPA (ripe),1,PI 161375,Melon (cv PI 161375) fruit flesh at 40 days post anthesis,,
SRR6328754,Bisulfite-Seq,300,PRJNA381300,SAMN08108558,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428454,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PS_leaf_BS_1,PAIRED,RANDOM,GENOMIC,19005,9017,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719864,Melon_PS_leaf_BS_1,SRP102870,leaf,not collected,1,Piel de Sapo,Melon (cv Piel de Sapo) leaf,,
SRR6328755,Bisulfite-Seq,300,PRJNA381300,SAMN08108555,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428453,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PI_10DPA_BS_1,PAIRED,RANDOM,GENOMIC,22788,10880,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719863,Melon_PI_10DPA_BS_1,SRP102870,fruit flesh,PI_10DPA (immature),1,PI 161375,Melon (cv PI 161375) fruit flesh at 10 days post anthesis,,
SRR6328756,Bisulfite-Seq,300,PRJNA381300,SAMN08108556,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428452,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PI_10DPA_BS_2,PAIRED,RANDOM,GENOMIC,12375,6126,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719866,Melon_PI_10DPA_BS_2,SRP102870,fruit flesh,PI_10DPA (immature),2,PI 161375,Melon (cv PI 161375) fruit flesh at 10 days post anthesis,,
SRR6328757,Bisulfite-Seq,300,PRJNA381300,SAMN08108561,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428451,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PS_10DPA_BS_2,PAIRED,RANDOM,GENOMIC,5008,2109,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719862,Melon_PS_10DPA_BS_2,SRP102870,fruit flesh,PS_10DPA (immature),2,Piel de Sapo,Melon (cv Piel de Sapo) fruit flesh at 10 days post anthesis,,
SRR6328758,Bisulfite-Seq,300,PRJNA381300,SAMN08108562,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428450,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PS_10DPA_BS_3,PAIRED,RANDOM,GENOMIC,2862,1276,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719861,Melon_PS_10DPA_BS_3,SRP102870,fruit flesh,PS_10DPA (immature),3,Piel de Sapo,Melon (cv Piel de Sapo) fruit flesh at 10 days post anthesis,,
SRR6328759,Bisulfite-Seq,300,PRJNA381300,SAMN08108559,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428449,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PS_leaf_BS_2,PAIRED,RANDOM,GENOMIC,12792,6271,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719860,Melon_PS_leaf_BS_2,SRP102870,leaf,not collected,2,Piel de Sapo,Melon (cv Piel de Sapo) leaf,,
SRR6328760,Bisulfite-Seq,300,PRJNA381300,SAMN08108560,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428448,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PS_10DPA_BS_1,PAIRED,RANDOM,GENOMIC,3813,1618,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719859,Melon_PS_10DPA_BS_1,SRP102870,fruit flesh,PS_10DPA (immature),1,Piel de Sapo,Melon (cv Piel de Sapo) fruit flesh at 10 days post anthesis,,
SRR6328761,Bisulfite-Seq,300,PRJNA381300,SAMN08108554,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428447,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PI_leaf_BS_2,PAIRED,RANDOM,GENOMIC,11230,4835,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719857,Melon_PI_leaf_BS_2,SRP102870,leaf,not collected,2,PI 161375,Melon (cv PI 161375) leaf,,
SRR6328762,Bisulfite-Seq,300,PRJNA381300,SAMN08108553,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428446,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_PI_leaf_BS_1,PAIRED,RANDOM,GENOMIC,12508,5316,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719856,Melon_PI_leaf_BS_1,SRP102870,leaf,not collected,1,PI 161375,Melon (cv PI 161375) leaf,,
SRR6328763,Bisulfite-Seq,250,PRJNA381300,SAMN08108552,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428445,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_40DPA_BS,PAIRED,RANDOM,GENOMIC,16477,9782,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719858,Melon_VED_40DPA_BS,SRP102870,fruit flesh and peel,VED_40DPA (ripe),1,Vedrantais,Melon (cv Vedrantais) ripe fruit flesh and peel,,
SRR6328764,Bisulfite-Seq,300,PRJNA381300,SAMN08108551,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428444,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_40DPA_BS_3,PAIRED,RANDOM,GENOMIC,9169,3907,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719855,Melon_VED_40DPA_BS_3,SRP102870,fruit flesh,VED_40DPA (ripe),3,Vedrantais,Melon (cv Vedrantais) fruit flesh at 40 days post anthesis,,
SRR6328765,Bisulfite-Seq,300,PRJNA381300,SAMN08108550,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428443,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_40DPA_BS_2,PAIRED,RANDOM,GENOMIC,8778,3755,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719854,Melon_VED_40DPA_BS_2,SRP102870,fruit flesh,VED_40DPA (ripe),2,Vedrantais,Melon (cv Vedrantais) fruit flesh at 40 days post anthesis,,
SRR6328766,Bisulfite-Seq,300,PRJNA381300,SAMN08108549,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428442,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_40DPA_BS_1,PAIRED,RANDOM,GENOMIC,7389,3214,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719853,Melon_VED_40DPA_BS_1,SRP102870,fruit flesh,VED_40DPA (ripe),1,Vedrantais,Melon (cv Vedrantais) fruit flesh at 40 days post anthesis,,
SRR6328767,Bisulfite-Seq,300,PRJNA381300,SAMN08108548,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428441,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_20DPA_BS_2,PAIRED,RANDOM,GENOMIC,10181,5080,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719852,Melon_VED_20DPA_BS_2,SRP102870,fruit flesh,VED_20DPA (immature),2,Vedrantais,Melon (cv Vedrantais) fruit flesh at 20 days post anthesis,,
SRR6328768,Bisulfite-Seq,300,PRJNA381300,SAMN08108547,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428440,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_20DPA_BS_1,PAIRED,RANDOM,GENOMIC,20565,9850,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719851,Melon_VED_20DPA_BS_1,SRP102870,fruit flesh,VED_20DPA (immature),1,Vedrantais,Melon (cv Vedrantais) fruit flesh at 20 days post anthesis,,
SRR6328769,Bisulfite-Seq,300,PRJNA381300,SAMN08108546,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428439,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_leaf_BS_2,PAIRED,RANDOM,GENOMIC,12390,5312,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719850,Melon_VED_leaf_BS_2,SRP102870,leaf,not collected,2,Vedrantais,Melon (cv Vedrantais) leaf,,
SRR6328770,Bisulfite-Seq,300,PRJNA381300,SAMN08108545,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428438,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Melon_VED_leaf_BS_1,PAIRED,RANDOM,GENOMIC,15468,6549,Cucumis melo,ILLUMINA,2017-11-29T00:00:00Z,SRS2719849,Melon_VED_leaf_BS_1,SRP102870,leaf,not collected,1,Vedrantais,Melon (cv Vedrantais) leaf,,
SRR6328771,Bisulfite-Seq,300,PRJNA381300,SAMN08108543,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428437,Bisulfite-Seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_ripe_BS_2,PAIRED,RANDOM,GENOMIC,12144,6523,Vitis vinifera,ILLUMINA,2017-11-29T00:00:00Z,SRS2719848,Grape_ripe_BS_2,SRP102870,fruit flesh,ripe,2,Pinot Noir,Grapevine (cv Pinot noir) ripe fruit,,
SRR6328772,Bisulfite-Seq,300,PRJNA381300,SAMN08108544,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428436,Bisulfite-Seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_ripe_BS_3,PAIRED,RANDOM,GENOMIC,20447,9049,Vitis vinifera,ILLUMINA,2017-11-29T00:00:00Z,SRS2719847,Grape_ripe_BS_3,SRP102870,fruit flesh,ripe,3,Pinot Noir,Grapevine (cv Pinot noir) ripe fruit,,
SRR6328773,Bisulfite-Seq,300,PRJNA381300,SAMN08108535,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428435,Bisulfite-Seq,China,Asia,China: HongKong,HiSeq X Ten,Cucumber_40DPA_BS_4,PAIRED,RANDOM,GENOMIC,4741,2111,Cucumis sativus,ILLUMINA,2017-11-29T00:00:00Z,SRS2719846,Cucumber_40DPA_BS_4,SRP102870,fruit flesh,40 days post anthesis (ripe),4,Chinese Long (line9930),"Cucumber (cv Chinese Long\, line9930) fruit flesh at 40 days post anthesis",,
SRR6328774,Bisulfite-Seq,300,PRJNA381300,SAMN08108536,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428434,Bisulfite-Seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_BS_1,PAIRED,RANDOM,GENOMIC,7029,3189,Vitis vinifera,ILLUMINA,2017-11-29T00:00:00Z,SRS2719845,Grape_leaf_BS_1,SRP102870,leaf,not collected,1,Pinot Noir,Grapevine (cv Pinot noir) leaf,,
SRR6328775,Bisulfite-Seq,300,PRJNA381300,SAMN08108537,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3428433,Bisulfite-Seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_BS_2,PAIRED,RANDOM,GENOMIC,39836,18691,Vitis vinifera,ILLUMINA,2017-11-29T00:00:00Z,SRS2719844,Grape_leaf_BS_2,SRP102870,leaf,not collected,2,Pinot Noir,Grapevine (cv Pinot noir) leaf,,
